품목코드,식품유형,성상,포장방법,기존유통기한,보존유통온도,보관방법,기준온도,품질안전한계기간_일,안전계수,소비기한참고값_일,단위,온도별_상세_json,source_pdf,source_page,추출일시
13-2-4-5,소스,점조액상,밀봉포장,6개월,냉장(10℃ 이하),냉장,10℃,364,0.89,323,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 364, ""안전계수"": 0.89, ""소비기한참고값"": 323, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 364, ""안전계수"": 0.89, ""소비기한참고값"": 323, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 364, ""안전계수"": 0.89, ""소비기한참고값"": 323, ""단위"": ""일""}]",13. 조미식품-1.pdf,341,2026-07-03 21:54:11
13-2-4-6,소스,액상,밀봉포장,180일,냉장(10℃ 이하),냉장,10℃,360,0.77,277,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 360, ""안전계수"": 0.77, ""소비기한참고값"": 277, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 360, ""안전계수"": 0.77, ""소비기한참고값"": 277, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 360, ""안전계수"": 0.77, ""소비기한참고값"": 277, ""단위"": ""일""}]",13. 조미식품-1.pdf,351,2026-07-03 21:54:11
13-2-4-7,소스,고상,밀봉포장,3개월,냉장(10℃ 이하),냉장,10℃,182,0.93,169,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 182, ""안전계수"": 0.93, ""소비기한참고값"": 169, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 182, ""안전계수"": 0.93, ""소비기한참고값"": 169, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 113, ""안전계수"": 0.93, ""소비기한참고값"": 105, ""단위"": ""일""}]",13. 조미식품-1.pdf,361,2026-07-03 21:54:11
13-2-4-8,소스,점조액상,밀봉포장,4개월,냉장(10℃ 이하),냉장,10℃,242,0.81,196,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 242, ""안전계수"": 0.81, ""소비기한참고값"": 196, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 242, ""안전계수"": 0.81, ""소비기한참고값"": 196, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 242, ""안전계수"": 0.81, ""소비기한참고값"": 196, ""단위"": ""일""}]",13. 조미식품-1.pdf,371,2026-07-03 21:54:11
13-2-4-9,소스,고상,밀봉포장,3개월,냉장(10℃ 이하),냉장,10℃,182,0.85,154,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 182, ""안전계수"": 0.85, ""소비기한참고값"": 154, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 182, ""안전계수"": 0.85, ""소비기한참고값"": 154, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 68, ""안전계수"": 0.85, ""소비기한참고값"": 57, ""단위"": ""일""}]",13. 조미식품-1.pdf,381,2026-07-03 21:54:11
13-3-2-1,카레(커리),고상,밀봉포장,5일,냉장(10℃ 이하),냉장,10℃,8,0.89,7,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 8, ""안전계수"": 0.89, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.89, ""소비기한참고값"": 8, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",13. 조미식품-2.pdf,11,2026-07-03 21:54:13
13-3-2-2,카레(커리),고상,밀봉포장,10개월,냉동(-18℃ 이하),냉동,-18℃,608,13.0,589,일,"[{""온도"": ""-18℃"", ""보관방법"": ""냉동"", ""품질안전한계기간"": 608, ""안전계수"": 0.97, ""소비기한참고값"": 589, ""단위"": ""일""}, {""온도"": ""-10℃"", ""보관방법"": ""냉동"", ""품질안전한계기간"": 608, ""안전계수"": 0.97, ""소비기한참고값"": 589, ""단위"": ""일""}]",13. 조미식품-2.pdf,18,2026-07-03 21:54:13
13-3-2-4,카레(커리),고상,밀봉포장,3개월,냉동(-18℃ 이하),냉동,-18℃,182,13.0,176,일,"[{""온도"": ""-18℃"", ""보관방법"": ""냉동"", ""품질안전한계기간"": 182, ""안전계수"": 0.97, ""소비기한참고값"": 176, ""단위"": ""일""}, {""온도"": ""-10℃"", ""보관방법"": ""냉동"", ""품질안전한계기간"": 182, ""안전계수"": 0.97, ""소비기한참고값"": 176, ""단위"": ""일""}]",13. 조미식품-2.pdf,40,2026-07-03 21:54:13
13-4-1-1,고춧가루,분말,밀봉포장,12개월,실온(35℃),실온,35℃,638,0.91,580,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 638, ""안전계수"": 0.91, ""소비기한참고값"": 580, ""단위"": ""일""}]",13. 조미식품-2.pdf,58,2026-07-03 21:54:13
13-4-1-2,고춧가루,분말,밀봉포장,12개월,실온(35℃),실온,35℃,547,0.91,497,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 547, ""안전계수"": 0.91, ""소비기한참고값"": 497, ""단위"": ""일""}]",13. 조미식품-2.pdf,80,2026-07-03 21:54:13
13-4-1-3,고춧가루,분말,밀봉포장,1년,실온(35℃),실온,35℃,547,0.91,497,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 547, ""안전계수"": 0.91, ""소비기한참고값"": 497, ""단위"": ""일""}]",13. 조미식품-2.pdf,102,2026-07-03 21:54:13
13-5-1-1,천연향신료,고상,밀봉포장,31일,냉장(5℃ 이하),냉장,5℃,62,0.69,42,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 62, ""안전계수"": 0.69, ""소비기한참고값"": 42, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 62, ""안전계수"": 0.69, ""소비기한참고값"": 42, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",13. 조미식품-2.pdf,112,2026-07-03 21:54:13
13-5-1-2,천연향신료,고상,일반포장,31일,냉장(5℃ 이하),냉장,5℃,46,0.69,31,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 31, ""안전계수"": 0.69, ""소비기한참고값"": 21, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 46, ""안전계수"": 0.69, ""소비기한참고값"": 31, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",13. 조미식품-2.pdf,121,2026-07-03 21:54:13
13-5-1-3,천연향신료,고상,밀봉포장,25일,냉장(10℃ 이하),냉장,10℃,50,0.69,34,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 50, ""안전계수"": 0.69, ""소비기한참고값"": 34, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 50, ""안전계수"": 0.69, ""소비기한참고값"": 34, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 31, ""안전계수"": 0.69, ""소비기한참고값"": 21, ""단위"": ""일""}]",13. 조미식품-2.pdf,130,2026-07-03 21:54:13
13-5-1-4,천연향신료,고상,밀봉포장,7일,냉장(10℃ 이하),냉장,10℃,14,0.69,9,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.69, ""소비기한참고값"": 9, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.69, ""소비기한참고값"": 9, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",13. 조미식품-2.pdf,139,2026-07-03 21:54:13
13-5-1-6,천연향신료,액상,밀봉포장,6개월,냉장(10℃ 이하),냉장,10℃,362,0.81,293,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 362, ""안전계수"": 0.81, ""소비기한참고값"": 293, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 362, ""안전계수"": 0.81, ""소비기한참고값"": 293, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 362, ""안전계수"": 0.81, ""소비기한참고값"": 293, ""단위"": ""일""}]",13. 조미식품-2.pdf,160,2026-07-03 21:54:13
13-5-2-1,향신료조제품,분말,밀봉포장,365일,실온(35℃),실온,35℃,638,0.79,504,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.79, ""소비기한참고값"": 576, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 638, ""안전계수"": 0.79, ""소비기한참고값"": 504, ""단위"": ""일""}]",13. 조미식품-2.pdf,182,2026-07-03 21:54:13
13-5-2-2,향신료조제품,고상,밀봉포장,120일,냉장(10℃ 이하),냉장,10℃,240,0.77,184,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 240, ""안전계수"": 0.77, ""소비기한참고값"": 184, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 240, ""안전계수"": 0.77, ""소비기한참고값"": 184, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 150, ""안전계수"": 0.77, ""소비기한참고값"": 115, ""단위"": ""일""}]",13. 조미식품-2.pdf,202,2026-07-03 21:54:13
13-5-2-3,향신료조제품,고상,밀봉포장,10개월,실온(35℃),실온,35℃,530,0.87,461,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 606, ""안전계수"": 0.87, ""소비기한참고값"": 527, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 530, ""안전계수"": 0.87, ""소비기한참고값"": 461, ""단위"": ""일""}]",13. 조미식품-2.pdf,210,2026-07-03 21:54:13
13-5-2-6,향신료조제품,고상,밀봉포장,6개월,냉장(10℃ 이하),냉장,10℃,366,0.89,325,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 366, ""안전계수"": 0.89, ""소비기한참고값"": 325, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 366, ""안전계수"": 0.89, ""소비기한참고값"": 325, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 366, ""안전계수"": 0.89, ""소비기한참고값"": 325, ""단위"": ""일""}]",13. 조미식품-2.pdf,231,2026-07-03 21:54:13
13-5-2-7,향신료조제품,분말,밀봉포장,12개월,실온(35℃),실온,35℃,455,0.91,414,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 455, ""안전계수"": 0.91, ""소비기한참고값"": 414, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 455, ""안전계수"": 0.91, ""소비기한참고값"": 414, ""단위"": ""일""}]",13. 조미식품-2.pdf,241,2026-07-03 21:54:13
14-1-1-1,김칫속,고상,일반포장,15일,냉장(10℃ 이하),냉장,10℃,26,0.73,18,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 26, ""안전계수"": 0.73, ""소비기한참고값"": 18, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 30, ""안전계수"": 0.73, ""소비기한참고값"": 21, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 15, ""안전계수"": 0.73, ""소비기한참고값"": 10, ""단위"": ""일""}]",14. 절임류 또는 조림류-1.pdf,15,2026-07-03 21:54:15
14-1-1-2,김칫속,고상,일반포장,15일,냉장(10℃ 이하),냉장,10℃,26,0.69,17,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 26, ""안전계수"": 0.69, ""소비기한참고값"": 17, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 30, ""안전계수"": 0.69, ""소비기한참고값"": 20, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 18, ""안전계수"": 0.69, ""소비기한참고값"": 12, ""단위"": ""일""}]",14. 절임류 또는 조림류-1.pdf,28,2026-07-03 21:54:15
14-1-1-3,김칫속,고상,일반포장,15일,냉장(10℃ 이하),냉장,10℃,26,0.69,17,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 26, ""안전계수"": 0.69, ""소비기한참고값"": 17, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 30, ""안전계수"": 0.69, ""소비기한참고값"": 20, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 22, ""안전계수"": 0.69, ""소비기한참고값"": 15, ""단위"": ""일""}]",14. 절임류 또는 조림류-1.pdf,41,2026-07-03 21:54:15
14-1-1-4,김칫속,고상,일반포장,7일,냉장(10℃ 이하),냉장,10℃,14,0.69,9,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.69, ""소비기한참고값"": 9, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.69, ""소비기한참고값"": 9, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 8, ""안전계수"": 0.69, ""소비기한참고값"": 5, ""단위"": ""일""}]",14. 절임류 또는 조림류-1.pdf,54,2026-07-03 21:54:15
14-1-1-5,김칫속,고상,일반포장,60일,냉장(10℃ 이하),냉장,10℃,90,0.69,62,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 90, ""안전계수"": 0.69, ""소비기한참고값"": 62, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 105, ""안전계수"": 0.69, ""소비기한참고값"": 72, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 45, ""안전계수"": 0.69, ""소비기한참고값"": 31, ""단위"": ""일""}]",14. 절임류 또는 조림류-1.pdf,67,2026-07-03 21:54:15
14-1-2-1,김치,고상,밀봉포장,30일,냉장(10℃ 이하),냉장,10℃,52,0.69,35,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 52, ""안전계수"": 0.69, ""소비기한참고값"": 35, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 60, ""안전계수"": 0.69, ""소비기한참고값"": 41, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 22, ""안전계수"": 0.69, ""소비기한참고값"": 15, ""단위"": ""일""}]",14. 절임류 또는 조림류-1.pdf,81,2026-07-03 21:54:15
14-1-2-10,김치,고상,밀봉포장,30일,냉장(10℃ 이하),냉장,10℃,52,0.69,35,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 52, ""안전계수"": 0.69, ""소비기한참고값"": 35, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 60, ""안전계수"": 0.69, ""소비기한참고값"": 41, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 37, ""안전계수"": 0.69, ""소비기한참고값"": 25, ""단위"": ""일""}]",14. 절임류 또는 조림류-1.pdf,198,2026-07-03 21:54:15
14-1-2-11,김치,고상,밀봉포장,30일,냉장(10℃ 이하),냉장,10℃,45,0.69,31,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 45, ""안전계수"": 0.69, ""소비기한참고값"": 31, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 60, ""안전계수"": 0.69, ""소비기한참고값"": 41, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 22, ""안전계수"": 0.69, ""소비기한참고값"": 15, ""단위"": ""일""}]",14. 절임류 또는 조림류-1.pdf,211,2026-07-03 21:54:15
14-1-2-12,김치,고상,밀봉포장,30일,냉장(10℃ 이하),냉장,10℃,52,0.69,35,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 52, ""안전계수"": 0.69, ""소비기한참고값"": 35, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 60, ""안전계수"": 0.69, ""소비기한참고값"": 41, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 30, ""안전계수"": 0.69, ""소비기한참고값"": 20, ""단위"": ""일""}]",14. 절임류 또는 조림류-1.pdf,224,2026-07-03 21:54:15
